Song Title,Primary Artist,Album/Single/EP,Apple Music URL,Artwork,Country-Restricted (Check if unavailable in certain countries)
Unstable (feat. The Kid LAROI),Justin Bieber,Justice,https://geo.music.apple.com/ca/album/unstable-feat-the-kid-laroi/1556175419?i=1556175661&app=music&at=11lt62&ct=tracklink,2021-07-11 20.15.52.jpg (https://dl.airtable.com/.attachments/a0781e898e134e552008a40b6d9791ff/f255c96a/2021-07-1120.15.52.jpg),
Anyone,Justin Bieber,Anyone - Single,https://geo.music.apple.com/ca/album/anyone/1544839500?i=1544839502&app=music&at=11lt62&ct=tracklink,,
Peaches (Masterkraft Remix) [feat. Alpha P & Omah Lay],Justin Bieber,Peaches (Masterkraft Remix) [feat. Alpha P & Omah Lay] - Single,https://geo.music.apple.com/ca/album/peaches-masterkraft-remix-feat-alpha-p-omah-lay/1573656132?i=1573656144&app=music&at=11lt62&ct=tracklink,,
"Peaches (Remix) [feat. Ludacris, Usher & Snoop Dogg]",Justin Bieber,"""Peaches (Remix) [feat. Ludacris, Usher & Snoop Dogg] - Single""",https://geo.music.apple.com/ca/album/peaches-remix-feat-ludacris-usher-snoop-dogg/1570727638?i=1570728128&app=music&at=11lt62&ct=tracklink,,
Home This Christmas (feat. The Band Perry),Justin Bieber,Under the Mistletoe (Deluxe Edition),https://geo.music.apple.com/ca/album/home-this-christmas-feat-the-band-perry/1440640693?i=1440641155&app=music&at=11lt62&ct=tracklink,2021-07-11 20.26.51.jpg (https://dl.airtable.com/.attachments/4c10439c40b3a8877708a08bdfc9a05b/87b24663/2021-07-1120.26.51.jpg),
Mistletoe,Justin Bieber,Under the Mistletoe (Deluxe Edition),https://geo.music.apple.com/ca/album/mistletoe/1440640693?i=1440640717&app=music&at=11lt62&ct=tracklink,2021-07-11 20.26.55.jpg (https://dl.airtable.com/.attachments/80619af522341bdb10fd38b447e82027/2ad045ec/2021-07-1120.26.55.jpg),
Ghost,Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version),https://geo.music.apple.com/ca/album/ghost/1561058084?i=1561058740&app=music&at=11lt62&ct=tracklink,2021-07-11 20.15.57.jpg (https://dl.airtable.com/.attachments/efa3a54934cecc1b2e60e6e4ddc2c968/57c33a16/2021-07-1120.15.57.jpg),
I Can't Be Myself (feat. Jaden),Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version),https://geo.music.apple.com/ca/album/i-cant-be-myself-feat-jaden/1561058084?i=1561058936&app=music&at=11lt62&ct=tracklink,2021-07-11 20.16.10.jpg (https://dl.airtable.com/.attachments/041f9f4ad2b9e2e833e8d13cbe9f2804/9f960176/2021-07-1120.16.10.jpg),
Know No Better (feat. DaBaby),Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version),https://geo.music.apple.com/ca/album/know-no-better-feat-dababy/1561058084?i=1561058944&app=music&at=11lt62&ct=tracklink,2021-07-11 20.16.16.jpg (https://dl.airtable.com/.attachments/0a7325e8535f0a4e077d2e8640df1b4c/b3ba8fa7/2021-07-1120.16.16.jpg),
Love You Different (feat. Beam),Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version),https://geo.music.apple.com/ca/album/love-you-different-feat-beam/1561058084?i=1561058760&app=music&at=11lt62&ct=tracklink,2021-07-11 20.16.21.jpg (https://dl.airtable.com/.attachments/a3b61ddab7b2dc6e9edfdd7f559c6143/1ee16fa2/2021-07-1120.16.21.jpg),
Name (feat. Tori Kelly),Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version),https://geo.music.apple.com/ca/album/name-feat-tori-kelly/1561058084?i=1561059670&app=music&at=11lt62&ct=tracklink,2021-07-11 20.16.26.jpg (https://dl.airtable.com/.attachments/407330e51a1ae1b1b952da7ddeb15871/024e1471/2021-07-1120.16.26.jpg),
Peaches (feat. Daniel Caesar & GIVĒON),Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version),https://geo.music.apple.com/ca/album/peaches-feat-daniel-caesar-giv%C4%93on/1561058084?i=1561058753&app=music&at=11lt62&ct=tracklink,2021-07-11 20.16.32.jpg (https://dl.airtable.com/.attachments/c00e293dbf83613b5d86df444bad3b3a/21172fe8/2021-07-1120.16.32.jpg),
There She Go (feat. Lil Uzi Vert),Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version),https://geo.music.apple.com/ca/album/there-she-go-feat-lil-uzi-vert/1561058084?i=1561058932&app=music&at=11lt62&ct=tracklink,2021-07-11 20.16.36.jpg (https://dl.airtable.com/.attachments/fb667be7745c92f6c974b7a5047d3560/28174ed3/2021-07-1120.16.36.jpg),
Wish You Would (feat. Quavo),Justin Bieber,Justice (Triple Chucks Deluxe / Deluxe Video Version),https://geo.music.apple.com/ca/album/wish-you-would-feat-quavo/1561058084?i=1561058942&app=music&at=11lt62&ct=tracklink,2021-07-11 20.16.41.jpg (https://dl.airtable.com/.attachments/d98f7548c2ea02eeffb4649d0cbeaf65/48cb8369/2021-07-1120.16.41.jpg),
Stay,"Justin Bieber,The Kid LAROI",Stay - Single,https://music.apple.com/ca/album/stay/1574378620?i=1574378625,,
All I Want For Christmas Is You (SuperFestive!),"Justin Bieber,Mariah Carey",Christmas Pop,https://geo.music.apple.com/ca/album/all-i-want-for-christmas-is-you-superfestive/1443114832?i=1443114837&app=music&at=11lt62&ct=tracklink,,
All I Want for Christmas Is You (SuperFestive!) [Duet with Mariah Carey],"Justin Bieber,Mariah Carey",Under the Mistletoe (Deluxe Edition),https://geo.music.apple.com/ca/album/all-i-want-for-christmas-is-you-superfestive-duet-mariah/1440640693?i=1440641081&app=music&at=11lt62&ct=tracklink,2021-07-11 20.26.59.jpg (https://dl.airtable.com/.attachments/a147cd70e57f5c5c547bcccb878b1bb1/11178787/2021-07-1120.26.59.jpg),
Flyin' Down a Back Road,Justin Moore,Outlaws Like Me,https://geo.music.apple.com/ca/album/flyin-down-a-back-road/1440933596?i=1440933992&app=music&at=11lt62&ct=tracklink,2021-07-11 23.09.29.jpg (https://dl.airtable.com/.attachments/55328804a095282985064b00ab3976ec/ab072db8/2021-07-1123.09.29.jpg),checked
If Heaven Wasn't So Far Away,Justin Moore,Outlaws Like Me,https://geo.music.apple.com/ca/album/if-heaven-wasnt-so-far-away/1440933596?i=1440933609&app=music&at=11lt62&ct=tracklink,2021-07-11 23.09.16.jpg (https://dl.airtable.com/.attachments/c8e0eabc32f3bbbc8e7d3526a4c7c999/1e0b4844/2021-07-1123.09.16.jpg),checked
Backwoods (Live at the Ryman),Justin Moore,Live at the Ryman,https://geo.music.apple.com/ca/album/backwoods-live-at-the-ryman/1526182542?i=1526182546&app=music&at=11lt62&ct=tracklink,2021-07-11 23.08.48.jpg (https://dl.airtable.com/.attachments/bd34d271064d13e75bfc631b2847cb20/e083c4d8/2021-07-1123.08.48.jpg),
Bait A Hook (Live at the Ryman),Justin Moore,Live at the Ryman,https://geo.music.apple.com/ca/album/bait-a-hook-live-at-the-ryman/1526182542?i=1526182552&app=music&at=11lt62&ct=tracklink,2021-07-11 23.08.44.jpg (https://dl.airtable.com/.attachments/037738fbd20613f7023047064952b757/908f5517/2021-07-1123.08.44.jpg),
Bed Of My Chevy (Live at the Ryman),Justin Moore,Live at the Ryman,https://geo.music.apple.com/ca/album/bed-of-my-chevy-live-at-the-ryman/1526182542?i=1526182563&app=music&at=11lt62&ct=tracklink,2021-07-11 23.08.39.jpg (https://dl.airtable.com/.attachments/8fbed08c28ed539cd663ad9e7433df43/77018800/2021-07-1123.08.39.jpg),
Country State Of Mind (feat. Chris Janson) [Live at the Ryman],Justin Moore,Live at the Ryman,https://geo.music.apple.com/ca/album/country-state-of-mind-feat-chris-janson-live-at-the-ryman/1526182542?i=1526182564&app=music&at=11lt62&ct=tracklink,2021-07-11 23.08.35.jpg (https://dl.airtable.com/.attachments/9fbd6df68478fb5bb51f0d9d1ce898eb/f45fed1f/2021-07-1123.08.35.jpg),
Hank It (Live at the Ryman),Justin Moore,Live at the Ryman,https://geo.music.apple.com/ca/album/hank-it-live-at-the-ryman/1526182542?i=1526182544&app=music&at=11lt62&ct=tracklink,2021-07-11 23.08.32.jpg (https://dl.airtable.com/.attachments/9780a9c9bf684e14705bdcda4b38bc1e/3ae9c9ab/2021-07-1123.08.32.jpg),
Honey (Open That Door) [feat. Ricky Skaggs & The Whites] [Live at the Ryman],Justin Moore,Live at the Ryman,https://geo.music.apple.com/ca/album/honey-open-that-door-feat-ricky-skaggs-whites-live/1526182542?i=1526182813&app=music&at=11lt62&ct=tracklink,2021-07-11 23.08.27.jpg (https://dl.airtable.com/.attachments/a83408169e1384d0ec115145e9fc058b/1ade12c5/2021-07-1123.08.27.jpg),
I Could Kick Your Ass (Live at the Ryman),Justin Moore,Live at the Ryman,https://geo.music.apple.com/ca/album/i-could-kick-your-ass-live-at-the-ryman/1526182542?i=1526182819&app=music&at=11lt62&ct=tracklink,2021-07-11 23.08.23.jpg (https://dl.airtable.com/.attachments/f83360dc298f2e91a62de8affc765fb5/cf7d7b37/2021-07-1123.08.23.jpg),
Point At You (Live at the Ryman),Justin Moore,Live at the Ryman,https://geo.music.apple.com/ca/album/point-at-you-live-at-the-ryman/1526182542?i=1526182822&app=music&at=11lt62&ct=tracklink,2021-07-11 23.08.02.jpg (https://dl.airtable.com/.attachments/bebbfcdf19caeb596ffe2db09a31063d/9a17ae2a/2021-07-1123.08.02.jpg),
Small Town USA (Live at the Ryman),Justin Moore,Live at the Ryman,https://geo.music.apple.com/ca/album/small-town-usa-live-at-the-ryman/1526182542?i=1526182818&app=music&at=11lt62&ct=tracklink,2021-07-11 23.08.05.jpg (https://dl.airtable.com/.attachments/f60fcd345a35b2c87543b6d7b5dd3dae/a37dabc3/2021-07-1123.08.05.jpg),
Somebody Else Will (Live at the Ryman),Justin Moore,Live at the Ryman,https://geo.music.apple.com/ca/album/somebody-else-will-live-at-the-ryman/1526182542?i=1526182550&app=music&at=11lt62&ct=tracklink,2021-07-11 23.08.15.jpg (https://dl.airtable.com/.attachments/8ebf8589ebb7a23731978796fc26158b/22630a94/2021-07-1123.08.15.jpg),
Til My Last Day (Live at the Ryman),Justin Moore,Live at the Ryman,https://geo.music.apple.com/ca/album/til-my-last-day-live-at-the-ryman/1526182542?i=1526182557&app=music&at=11lt62&ct=tracklink,2021-07-11 23.07.58.jpg (https://dl.airtable.com/.attachments/e2de61021d566fd12b104a430def9985/bcd55993/2021-07-1123.07.58.jpg),
You Look Like I Need A Drink (Live at the Ryman),Justin Moore,Live at the Ryman,https://geo.music.apple.com/ca/album/you-look-like-i-need-a-drink-live-at-the-ryman/1526182542?i=1526182548&app=music&at=11lt62&ct=tracklink,2021-07-11 23.07.54.jpg (https://dl.airtable.com/.attachments/acce69c92db646a007701a8751209a0c/d72019f4/2021-07-1123.07.54.jpg),
Real,"Justin Quiles,Dalex & Konshens",F9: The Fast Saga (Original Motion Picture Soundtrack),https://geo.music.apple.com/ca/album/real/1569423035?i=1569423446&app=music&at=11lt62&ct=tracklink,2021-07-11 22.29.00.jpg (https://dl.airtable.com/.attachments/8f8a0c2fb8da6e588b01e658aa0d8922/83c8c0e7/2021-07-1122.29.00.jpg),
Butterflies,Kacey Musgraves,Golden Hour,https://geo.music.apple.com/ca/album/butterflies/1440918116?i=1440918120&app=music&at=11lt62&ct=tracklink,2021-07-11 23.06.24.jpg (https://dl.airtable.com/.attachments/82ed54226216fc2b98381af4f3623a3b/51414617/2021-07-1123.06.24.jpg),
Happy & Sad,Kacey Musgraves,Golden Hour,https://geo.music.apple.com/ca/album/happy-sad/1440918116?i=1440918128&app=music&at=11lt62&ct=tracklink,2021-07-11 23.06.28.jpg (https://dl.airtable.com/.attachments/5ef6b8343c1b3d154695cdace059fbfb/fdf58679/2021-07-1123.06.28.jpg),
High Horse,Kacey Musgraves,Golden Hour,https://geo.music.apple.com/ca/album/high-horse/1440918116?i=1440918403&app=music&at=11lt62&ct=tracklink,2021-07-11 23.06.32.jpg (https://dl.airtable.com/.attachments/46d2a3195d68cb83a4bc9aa01e1a2917/7db73bd0/2021-07-1123.06.32.jpg),
Lonely Weekend,Kacey Musgraves,Golden Hour,https://geo.music.apple.com/ca/album/lonely-weekend/1440918116?i=1440918119&app=music&at=11lt62&ct=tracklink,2021-07-11 23.06.37.jpg (https://dl.airtable.com/.attachments/8bb12b2bcb3889c9a0e7cc100e3aa892/1edf888c/2021-07-1123.06.37.jpg),
Love Is a Wild Thing,Kacey Musgraves,Golden Hour,https://geo.music.apple.com/ca/album/love-is-a-wild-thing/1440918116?i=1440918124&app=music&at=11lt62&ct=tracklink,2021-07-11 23.06.47.jpg (https://dl.airtable.com/.attachments/2e6b127d3885c9b298807701a466eaca/4f705cdc/2021-07-1123.06.47.jpg),
Mother,Kacey Musgraves,Golden Hour,https://geo.music.apple.com/ca/album/mother/1440918116?i=1440918123&app=music&at=11lt62&ct=tracklink,2021-07-11 23.06.51.jpg (https://dl.airtable.com/.attachments/3d57a1e6fbd330b7eae2cf76f5d6b614/76f695f6/2021-07-1123.06.51.jpg),
"Oh, What a World",Kacey Musgraves,Golden Hour,https://geo.music.apple.com/ca/album/oh-what-a-world/1440918116?i=1440918122&app=music&at=11lt62&ct=tracklink,2021-07-11 23.06.59.jpg (https://dl.airtable.com/.attachments/48eb3786102e3670541a3a2140b96c09/0cf78b65/2021-07-1123.06.59.jpg),
Rainbow,Kacey Musgraves,Golden Hour,https://geo.music.apple.com/ca/album/rainbow/1440918116?i=1440918405&app=music&at=11lt62&ct=tracklink,2021-07-11 23.06.55.jpg (https://dl.airtable.com/.attachments/6e02310e4a00e22830b02b47f2256cad/40e1148b/2021-07-1123.06.55.jpg),
Slow Burn,Kacey Musgraves,Golden Hour,https://geo.music.apple.com/ca/album/slow-burn/1440918116?i=1440918117&app=music&at=11lt62&ct=tracklink,2021-07-11 23.07.03.jpg (https://dl.airtable.com/.attachments/c477977194d5dc5fa1e1976111b110b9/de6af75b/2021-07-1123.07.03.jpg),
Space Cowboy,Kacey Musgraves,Golden Hour,https://geo.music.apple.com/ca/album/space-cowboy/1440918116?i=1440918126&app=music&at=11lt62&ct=tracklink,,
Velvet Elvis,Kacey Musgraves,Golden Hour,https://geo.music.apple.com/ca/album/velvet-elvis/1440918116?i=1440918130&app=music&at=11lt62&ct=tracklink,2021-07-11 23.07.07.jpg (https://dl.airtable.com/.attachments/6c2a23e2048282296356c0ec68ec76f0/d159e4d9/2021-07-1123.07.07.jpg),
Wonder Woman,Kacey Musgraves,Golden Hour,https://geo.music.apple.com/ca/album/wonder-woman/1440918116?i=1440918401&app=music&at=11lt62&ct=tracklink,2021-07-11 23.07.11.jpg (https://dl.airtable.com/.attachments/eb3a9592bcb6f8d97ac1c71625254f9b/814e5b73/2021-07-1123.07.11.jpg),
Are You Sure (feat. Willie Nelson) [Hidden Track],Kacey Musgraves,Pageant Material,https://geo.music.apple.com/ca/album/are-you-sure-feat-willie-nelson-hidden-track/1440872838?i=1440873705&app=music&at=11lt62&ct=tracklink,2021-07-11 23.04.44.jpg (https://dl.airtable.com/.attachments/3ac30b4e71446a73fac730f57c735d02/451375f7/2021-07-1123.04.44.jpg),
Biscuits,Kacey Musgraves,Pageant Material,https://geo.music.apple.com/ca/album/biscuits/1440872838?i=1440873238&app=music&at=11lt62&ct=tracklink,2021-07-11 23.04.48.jpg (https://dl.airtable.com/.attachments/b3fc2427f40b40ba5398e53c9f24bf92/f44483a5/2021-07-1123.04.48.jpg),
Cup of Tea,Kacey Musgraves,Pageant Material,https://geo.music.apple.com/ca/album/cup-of-tea/1440872838?i=1440873568&app=music&at=11lt62&ct=tracklink,2021-07-11 23.04.58.jpg (https://dl.airtable.com/.attachments/0e73ddf5b4137601595025fe8ce3f841/08aa2b0d/2021-07-1123.04.58.jpg),
Die Fun,Kacey Musgraves,Pageant Material,https://geo.music.apple.com/ca/album/die-fun/1440872838?i=1440873463&app=music&at=11lt62&ct=tracklink,2021-07-11 23.05.02.jpg (https://dl.airtable.com/.attachments/923ab6fe4dc8c70a3877bb05e6fefc9b/ec761754/2021-07-1123.05.02.jpg),
Dime Store Cowgirl,Kacey Musgraves,Pageant Material,https://geo.music.apple.com/ca/album/dime-store-cowgirl/1440872838?i=1440873057&app=music&at=11lt62&ct=tracklink,2021-07-11 23.05.08.jpg (https://dl.airtable.com/.attachments/8c8e642a75ba75ce030f97a453330f86/b14da8ea/2021-07-1123.05.08.jpg),
Family Is Family,Kacey Musgraves,Pageant Material,https://geo.music.apple.com/ca/album/family-is-family/1440872838?i=1440873480&app=music&at=11lt62&ct=tracklink,2021-07-11 23.05.12.jpg (https://dl.airtable.com/.attachments/45596c2d7d9bb5ae0afac5d00085f619/6b0a8c1b/2021-07-1123.05.12.jpg),
Fine,Kacey Musgraves,Pageant Material,https://geo.music.apple.com/ca/album/fine/1440872838?i=1440873578&app=music&at=11lt62&ct=tracklink,2021-07-11 23.05.16.jpg (https://dl.airtable.com/.attachments/1716066d22b0c989e522b9d8779ef75b/1f582e4f/2021-07-1123.05.16.jpg),
Good Ol' Boys Club,Kacey Musgraves,Pageant Material,https://geo.music.apple.com/ca/album/good-ol-boys-club/1440872838?i=1440873556&app=music&at=11lt62&ct=tracklink,2021-07-11 23.05.19.jpg (https://dl.airtable.com/.attachments/e2220a0966e54fcdd94c388c8986a94a/52c7cf05/2021-07-1123.05.19.jpg),
High Time,Kacey Musgraves,Pageant Material,https://geo.music.apple.com/ca/album/high-time/1440872838?i=1440873044&app=music&at=11lt62&ct=tracklink,2021-07-11 23.05.34.jpg (https://dl.airtable.com/.attachments/fd575842b85866358a8e15c63a744b4e/1f359ada/2021-07-1123.05.34.jpg),
Late To the Party,Kacey Musgraves,Pageant Material,https://geo.music.apple.com/ca/album/late-to-the-party/1440872838?i=1440873063&app=music&at=11lt62&ct=tracklink,2021-07-11 23.05.29.jpg (https://dl.airtable.com/.attachments/56a28410df7be86240e118bc03ce5008/e1a356e2/2021-07-1123.05.29.jpg),
Miserable,Kacey Musgraves,Pageant Material,https://geo.music.apple.com/ca/album/miserable/1440872838?i=1440873359&app=music&at=11lt62&ct=tracklink,2021-07-11 23.05.38.jpg (https://dl.airtable.com/.attachments/572f5f3aa7396e0304943133c9c0402f/b924694a/2021-07-1123.05.38.jpg),
Pageant Material,Kacey Musgraves,Pageant Material,https://geo.music.apple.com/ca/album/pageant-material/1440872838?i=1440873070&app=music&at=11lt62&ct=tracklink,2021-07-11 23.05.42.jpg (https://dl.airtable.com/.attachments/6701f92cea1b401c40ec62b001672789/f633afd1/2021-07-1123.05.42.jpg),
Somebody To Love,Kacey Musgraves,Pageant Material,https://geo.music.apple.com/ca/album/somebody-to-love/1440872838?i=1440873343&app=music&at=11lt62&ct=tracklink,2021-07-11 23.05.46.jpg (https://dl.airtable.com/.attachments/d68376225e4ba91130475773375020e8/aafec23d/2021-07-1123.05.46.jpg),
This Town,Kacey Musgraves,Pageant Material,https://geo.music.apple.com/ca/album/this-town/1440872838?i=1440873229&app=music&at=11lt62&ct=tracklink,2021-07-11 23.05.50.jpg (https://dl.airtable.com/.attachments/3a8868c63c3e619875efe2914aeb9250/2310c4b9/2021-07-1123.05.50.jpg),
Back On the Map,Kacey Musgraves,Same Trailer Different Park,https://geo.music.apple.com/ca/album/back-on-the-map/1440858493?i=1440858516&app=music&at=11lt62&ct=tracklink,2021-07-11 23.03.26.jpg (https://dl.airtable.com/.attachments/24da882b5089cd8dec51179cf660cc1a/230a3518/2021-07-1123.03.26.jpg),
Blowin' Smoke,Kacey Musgraves,Same Trailer Different Park,https://geo.music.apple.com/ca/album/blowin-smoke/1440858493?i=1440858508&app=music&at=11lt62&ct=tracklink,2021-07-11 23.03.31.jpg (https://dl.airtable.com/.attachments/8db36552f3367df3abcb98d4ee1ff001/171a8691/2021-07-1123.03.31.jpg),
Dandelion,Kacey Musgraves,Same Trailer Different Park,https://geo.music.apple.com/ca/album/dandelion/1440858493?i=1440858506&app=music&at=11lt62&ct=tracklink,2021-07-11 23.03.35.jpg (https://dl.airtable.com/.attachments/f662312850307ad5242e0ed249910e62/7829d0a3/2021-07-1123.03.35.jpg),
Follow Your Arrow,Kacey Musgraves,Same Trailer Different Park,https://geo.music.apple.com/ca/album/follow-your-arrow/1440858493?i=1440858612&app=music&at=11lt62&ct=tracklink,2021-07-11 23.03.38.jpg (https://dl.airtable.com/.attachments/81c3007e55907ccb474ba9a766a16a34/4f506399/2021-07-1123.03.38.jpg),
I Miss You,Kacey Musgraves,Same Trailer Different Park,https://geo.music.apple.com/ca/album/i-miss-you/1440858493?i=1440858511&app=music&at=11lt62&ct=tracklink,2021-07-11 23.03.42.jpg (https://dl.airtable.com/.attachments/7b739b4bdc50d57566006be1383a0199/b120f404/2021-07-1123.03.42.jpg),
It Is What It Is,Kacey Musgraves,Same Trailer Different Park,https://geo.music.apple.com/ca/album/it-is-what-it-is/1440858493?i=1440858613&app=music&at=11lt62&ct=tracklink,2021-07-11 23.03.50.jpg (https://dl.airtable.com/.attachments/1e00d5bf2c609c1c1f3e27d8f9586b83/50f378b9/2021-07-1123.03.50.jpg),
Keep It to Yourself,Kacey Musgraves,Same Trailer Different Park,https://geo.music.apple.com/ca/album/keep-it-to-yourself/1440858493?i=1440858519&app=music&at=11lt62&ct=tracklink,2021-07-11 23.03.54.jpg (https://dl.airtable.com/.attachments/04c8e297d589c08993e348a322e88591/166d01e0/2021-07-1123.03.54.jpg),
Merry Go 'Round,Kacey Musgraves,Same Trailer Different Park,https://geo.music.apple.com/ca/album/merry-go-round/1440858493?i=1440858504&app=music&at=11lt62&ct=tracklink,2021-07-11 23.03.58.jpg (https://dl.airtable.com/.attachments/e68e2a3a2262fe0e8066678eba0d5ce1/8e432a38/2021-07-1123.03.58.jpg),
My House,Kacey Musgraves,Same Trailer Different Park,https://geo.music.apple.com/ca/album/my-house/1440858493?i=1440858502&app=music&at=11lt62&ct=tracklink,2021-07-11 23.04.02.jpg (https://dl.airtable.com/.attachments/e86f3d02bc1473b6ad65eb2bef982a31/f7841465/2021-07-1123.04.02.jpg),
Silver Lining,Kacey Musgraves,Same Trailer Different Park,https://geo.music.apple.com/ca/album/silver-lining/1440858493?i=1440858499&app=music&at=11lt62&ct=tracklink,2021-07-11 23.04.06.jpg (https://dl.airtable.com/.attachments/dfbd5dba72f5a643f9e94c6a995443eb/08f15d16/2021-07-1123.04.06.jpg),
